isbn13,title,authorLN,authorFN,subjects,num of subjects,format,price,publisher,pubdate
9781594482823,Brooklyn Was Mine,Knutsen,Chris,"American Essays, General & Miscellaneous Essays, Places - Literary Anthologies, Regional American Anthologies, Regional Studies - Northeast & Middle Atlantic U.S., Literature Anthologies - General & Miscellaneous",6.0,Paperback,$14.94,Penguin Group (USA) Incorporated,January 2008
9781575255910,New Playwrights: The Best Plays of 2007,Harbison,Lawrence,"Drama, American Literature Anthologies, General & Miscellaneous Drama, Anthologies",4.0,Paperback,$17.05,"Smith & Kraus, Inc.",July 2008
9781416537465,The Best American Erotic Poems: From 1800 to the Present,Lehman,David,"Poetry, American Literature Anthologies, Anthologies, General & Miscellaneous Poetry",4.0,Paperback,$14.59,Simon & Schuster Adult Publishing Group,February 2008
9780060923525,The Best of the West: An Anthology of Classic Writing from the American West,Hillerman,Tony,"Fiction, United States History - Western, Plains & Rocky Mountain Region, Americas - General & Miscellaneous History, American Literature Anthologies, United States History - General & Miscellaneous, Civilization - History, Fiction Subjects",8.0,Paperback,$18.28,HarperCollins Publishers,September 1992
9780140296396,Atop an Underwood: Early Stories and Other Writings,Kerouac,Jack,"Fiction, American Literature Anthologies",2.0,Paperback,$15.42,Penguin Group (USA),November 2000
9781579127732,"The African American Experience: Black History and Culture Through Speeches, Letters, Editorials, Poems, Songs, and Stories",Wright,Kai,Peoples & Cultures - American Anthologies,1.0,Paperback,$17.44,"Black Dog & Leventhal Publishers, Inc.",January 2009
9780976629641,Best New Poets: 50 Poems from Emerging Writers,Addonizio,Kim,"Poetry, American Literature Anthologies, Anthologies",3.0,Paperback,$11.95,Samovar Press,November 2009
9781887366762,Inherit the Atchafalaya,Guirard,Greg,"Nature, Natural Resources",2.0,Hardcover,$25.90,University of Louisiana at Lafayette Press,July 2007
9780743299732,The Best American Poetry 2007,McHugh,Heather,"Poetry, American Literature Anthologies, Anthologies",3.0,Paperback,$1.99,Simon & Schuster Adult Publishing Group,September 2007
9780743257596,The Best American Poetry 2006,Collins,Billy,"Poetry, American",2.0,Paperback,$16.00,Simon & Schuster Adult Publishing Group,September 2006
9780814757215,Tales for Little Rebels: A Collection of Radical Children's Literature,Nel,Philip,"Literary Criticism - General & Miscellaneous, 20th Century American Literature - General & Miscellaneous - Literary Criticism, Literary Reference - Books & Reading, American Literature Anthologies",4.0,Paperback,$23.63,New York University Press,March 2010
9780743243506,Great American Prose Poems,Lehman,David,"Poetry Anthologies, American Poetry, American Literature Anthologies",3.0,Paperback,$14.10,Simon & Schuster Adult Publishing Group,March 2003
9780520222120,"The Literature of California, Volume 1: Native American Beginnings to 1945",Hicks,Jack,"Regional American Anthologies, American Literature - Regional Literature - Literary Criticism",2.0,Paperback,$32.95,University of California Press,December 2000
9781598530056,American Food Writing: An Anthology with Classic Recipes,O'Neill,Molly,"Cooking Essays, Cooking - General & Miscellaneous, American Literature Anthologies",3.0,Hardcover,$27.06,Library of America,April 2007
9781597140010,Essential Saroyan,Saroyan,William,Regional American Anthologies,1.0,Paperback,$11.57,Heyday Books,April 2005
9781563680199,No Walls of Stone: An Anthology of Literature by Deaf and Hard of Hearing Writers,Jepson,Jill,American Literature Anthologies,1.0,Hardcover,$33.50,Gallaudet University Press,January 2002
9781887178983,"Pioneers of the Black Atlantic: Five Slave Narratives from the Enlightenment, 1772-1815",Gates Jr.,Henry Louis,"United States History - African American History, African American History, African Diaspora History, Social Sciences - General & Miscellaneous, American Literature Anthologies, Peoples & Cultures - Biography, Historical Biography - United States, General",8.0,Paperback,$26.00,Basic Civitas Books,November 1998
9781558853805,Riding Low on Streets of Gold,Cofer,Judith Ortiz,"American Literature Anthologies, Teens - Poetry, Drama & Literary Criticism, Teen Fiction",4.0,Paperback,$13.90,Arte Publico Press,November 2003
9780816527939,Fire and Ink: An Anthology of Social Action Writing,Adler,Frances Payne,"Literature Anthologies - General & Miscellaneous, American Literature Anthologies",2.0,Paperback,$19.43,University of Arizona Press,October 2009
9780691133249,"New York Nocturne: The City After Dark in Literature, Painting, and Photography, 1850-1950",Sharpe,William Chapman,"General & Miscellaneous Photography, Places - Literary Anthologies, Regional American Anthologies, New York City - History, U.S. Travel Photography - Mid-Atlantic, Landscapes & Places in Art",6.0,Hardcover,$35.20,Princeton University Press,October 2008
9780195093605,Voices from the Harlem Renaissance,Huggins,Nathan Irvin,"General & Miscellaneous American Art, Places - Literary Anthologies, Regional American Anthologies, African American Regional History - Northeastern & Mid-Atlantic States, Peoples & Cultures - American Anthologies, Literary Movements - General & Miscellan",6.0,Paperback,$23.05,"Oxford University Press, USA",January 1995
9780914783701,A Loving Voice II: A Caregiver's Book of More Read-Aloud Stories for the Elderly,Banks,Carolyn,"Poetry - General & Miscellaneous, American Literature Anthologies",2.0,Paperback,$23.95,Charles Press Publishers PA,July 1994
9780688175863,Motherland: Writings by Irish American Women about Mothers and Daughters,Kearns,Caledonia,"Family - Assorted Topics, American Literature Anthologies, General & Miscellaneous Literature Anthologies",3.0,Paperback,$13.95,HarperCollins Publishers,April 2000
9780393316858,The Lowell Offering: Writings by New England Mill Women (1840-1845),Eisler,Benita,"Social Sciences, Women's Studies",2.0,Paperback,$15.95,"Norton, W. W. & Company, Inc.",December 1997
9780395986059,Inside Out/Outside In: Exploring American Literature,Holder,Victoria,"English Language Readers, United States - Civilization, American Literature Anthologies, ESL (English as a Second Language) - Reference",4.0,Hardcover,$32.33,Cengage Learning,July 2005
9780078454813,Glencoe Literature: American Literature: The Reader's Choice,Wilhelm,Jeffrey D.,"20th Century American Literature - General & Miscellaneous - Literary Criticism, 19th Century American Literature - Literary Criticism, American Literature Anthologies",3.0,Hardcover,$111.18,"McGraw-Hill Companies, The",January 2006
9780195122138,Transcendentalism: A Reader,Myerson,Joel,"Regional American Anthologies, American Literature Anthologies",2.0,Paperback,$45.45,"Oxford University Press, USA",December 2000
9780618131730,The Best American Short Stories 2002,Miller,Sue,"American Fiction, Short Story Collections (Single Author), Short Story Anthologies, American Literature Anthologies",4.0,Paperback,$21.20,Houghton Mifflin Harcourt,October 2002
9780914783596,A Loving Voice: A Caregiver's Book of Read-Aloud Stories for the Elderly,Banks,Carolyn,"Poetry - General & Miscellaneous, American Literature Anthologies",2.0,Paperback,$23.93,Charles Press Publishers PA,January 1992
9780230620650,Hispanic Caribbean Literature of Migration: Narratives of Displacement,Rosario,Vanessa Y. P&#233;rez,"Social Sciences, General",2.0,Hardcover,$85.00,Palgrave Macmillan,June 2010
9780809329540,American Political Plays after 9/11,Havis,Allan,"Drama Anthologies, American Drama, Political & Social Issues - Drama, American Literature Anthologies",4.0,Paperback,$14.94,Southern Illinois University Press,June 2010
9780486410982,"Best Plays of the Early American Theatre, 1787-1911",Gassner,John,"Drama Anthologies, American Drama, American Literature Anthologies",3.0,Paperback,$14.46,Dover Publications,June 2000
9781551117287,"Glances Backward: An Anthology of American Homosexual Writing, 1830-1920",Gifford,James J.,"Peoples & Cultures - American Anthologies, Gay & Lesbian Literature Anthologies, American Literature Anthologies",3.0,Paperback,$34.06,Broadview Press,September 2006
9781563681271,Deaf Way II Anthology: A Literary Collection of Deaf and Hard of Hearing Writers,Stremlau,Tonya M.,"Peoples & Cultures - American Anthologies, American Literature Anthologies",2.0,Paperback,$22.95,Gallaudet University Press,June 2002
9780312191764,American Short Story and Its Writer: An Anthology,Charters,Ann,"Short Story Anthologies, American Literature Anthologies",2.0,Paperback,$78.10,Bedford/St. Martin's,August 1999
9780874519181,Orpheus and Company: Contemporary Poems on Greek Mythology,Nicola,Deborah De,"Poetry Anthologies, Poetry - General & Miscellaneous, American Poetry, English Poetry, Greco-Roman Folklore & Mythology, English & Irish Literature Anthologies, American Literature Anthologies",7.0,Paperback,$26.69,University Press of New England,April 1999
9780385003582,Poems That Live Forever,Felleman,Hazel,"Poetry Anthologies, American Poetry, American Literature Anthologies, Inspirational & Religious Poetry - General & Miscellaneous",4.0,Hardcover,$18.55,Knopf Doubleday Publishing Group,June 1965
9780618902835,The Best American Nonrequired Reading 2008,Eggers,Dave,"Short Story Anthologies, American Literature Anthologies",2.0,Paperback,$13.48,Houghton Mifflin Harcourt,October 2008
9780809015641,American Negro Poetry,Bontemps,Arna,"Poetry, American Literature Anthologies, Anthologies",3.0,Paperback,$17.47,"Farrar, Straus and Giroux",December 1995
9780470237694,Paradise Road: Jack Kerouac's Lost Highway and My Search for America,Atkinson,Jay,"20th Century American Literature - Post WWII - Literary Criticism, U.S. Authors - 20th Century - Literary Biography, General & Miscellaneous Americas History, American Literature Anthologies, General & Miscellaneous Literary Biography",5.0,Hardcover,$20.10,"Wiley, John & Sons, Incorporated",March 2010
9780743476973,The Black Woman: An Anthology,Bambara,Toni Cade,"Peoples & Cultures - American Anthologies, African Americans - General & Miscellaneous",2.0,Paperback,$16.02,Simon & Schuster Adult Publishing Group,March 2005
9781559362757,Thom Pain (based on nothing),Eno,Will,"Drama, American",2.0,Paperback,$13.95,Theatre Communications Group,April 2005
9781598530476,American Fantastic Tales: Terror and the Uncanny from Poe to the Pulps,Straub,Peter,"Fiction, American Literature Anthologies, Fiction Subjects",3.0,Hardcover,$33.77,Library of America,October 2009
9780802132796,100 Poems by 100 Poets,Pinter,Harold,"Poetry, American Literature Anthologies, Anthologies, English, Irish, & Scottish Poetry",6.0,Paperback,$13.50,"Grove/Atlantic, Inc.",January 1994
9780195125634,Oxford Anthology of African American Poetry,Rampersad,Arnold,"Poetry Anthologies, American Poetry, American Literature Anthologies",3.0,Hardcover,$27.47,"Oxford University Press, USA",October 2005
9780786713875,"Freedom in This Village: Twenty-Five Years of Black Gay Men's Writing, 1979 to the Present",Harris,E. Lynn,"Fiction, American Literature Anthologies, Anthologies, Gay & Lesbian Studies, Fiction Subjects, Peoples & Cultures - Fiction",6.0,Paperback,$15.15,Da Capo Press,September 2004
9781593761943,Bandana Republic: A Literary Anthology by Gang Members and Their Affliliates,Rivera,Louis Reyes,"Settings & Atmosphere - Fiction, American Literature Anthologies",2.0,Paperback,$16.95,"Soft Skull Press, Inc.",May 2008
9780820332253,The Civil Rights Reader: American Literature from Jim Crow to Reconciliation,Armstrong,Julie Buckner,"Peoples & Cultures - American Anthologies, American Literature Anthologies",2.0,Paperback,$23.70,University of Georgia Press,January 2009
9781598530155,American Sonnets: An Anthology,Bromwich,David,"Poetry, American",2.0,Hardcover,$20.00,Library of America,October 2007
9781416906353,Voices in First Person: Reflections on Latino Identity,Carlson,Lori Marie,American Literature Anthologies,1.0,Hardcover,$13.80,Simon & Schuster Children's Publishing,August 2008
9781560373797,Montana Women Writers: A Geography of the Heart,Press,Farcountry,"Women Authors - Literature Anthologies, Regional American Anthologies, American Literature - Regional Literature - Literary Criticism, American Literature Anthologies",4.0,Paperback,$18.95,Farcountry Press,October 2006
9780945353829,81 Famous Poems,Scourby,Alexander,Literary Collections,1.0,Compact Disc,$24.95,AudioGO,August 1993
9781597140492,Califauna: A Literary Field Guide,Beers,Terry,"Animals - General, Nature, American Literature Anthologies, General & Miscellaneous Literature Anthologies, Plants & Fungi",5.0,Paperback,$21.29,Heyday Books,April 2007
9780195395921,Philadelphia Stories: America's Literature of Race and Freedom,Otter,Samuel,Literary Collections,1.0,Hardcover,$29.95,"Oxford University Press, USA",April 2010
9780595362974,Slamma Lamma Ding Dong: An Anthology by Nebraska's Slam Poets,Huscher,J. M.,"Poetry Anthologies, Poetry - General & Miscellaneous, American Poetry, American Literature Anthologies",4.0,Paperback,$11.95,"iUniverse, Incorporated",July 2005
9780813538860,Shadowed Dreams: Women's Poetry of the Harlem Renaissance,Honey,Maureen,Literary Collections,1.0,Paperback,$21.99,Rutgers University Press,October 2006
9780870498749,"Appalachia Inside Out: Conflict and Change, Vol. 1",Higgs,Robert J.,"Regional American Anthologies, United States - Civilization, Southern Region - History - General & Miscellaneous",3.0,Paperback,$18.00,University of Tennessee Press,March 1995
9781931082273,Writing Los Angeles: A Literary Anthology,Ulin,David L.,"American Literature Anthologies, Fiction Subjects",2.0,Hardcover,$38.60,Library of America,September 2002
9780976876021,On Grandma's Porch: Stories and True Facts about Growing up Southern in the Good Old Days,Chastain,Sandra,"Short Story Anthologies, Regional American Anthologies",2.0,Paperback,$14.49,"BelleBooks, Incorporated",June 2007
9781400076758,Tuscany in Mind,Powers,Alice Leccese,"Northern Italy - Tuscany - Travel, Italy - Travel Essays & Descriptions, English & Irish Literature Anthologies, American Literature Anthologies",4.0,Paperback,$11.42,Knopf Doubleday Publishing Group,May 2005
9780879054700,Don't Squat With Yer Spurs On!: A Cowboy's Guide to Life,Bender,Texas Bix,"Fiction, Humorous",2.0,Paperback,$7.99,"Smith, Gibbs Publisher",October 2000
9781555536770,Love and Marriage in Early African America,Foster,Frances Smith,"Marriage, Peoples & Cultures - American Anthologies, Family - Literary Anthologies, Literature Anthologies - General & Miscellaneous",4.0,Paperback,$4.15,Northeastern University Press,December 2007
9781880399989,"Twenty One-Acts from the Twenty Years at the Humana Festival, 1975-1995",Volansky,Michele,"Drama Anthologies, American Drama, American Literature Anthologies",3.0,Paperback,$16.53,"Smith & Kraus, Inc.",December 1995
9781933859866,American Austen: The Forgotten Writing of Agnes Repplier,Repplier,Agnes,American Literature Anthologies,1.0,Hardcover,$24.00,ISI Books,May 2009
9780743299763,The Best American Poetry 2009,Wagoner,David,"Poetry, Anthologies (multiple authors)",2.0,Hardcover,$35.00,Simon & Schuster Adult Publishing Group,September 2009
9780813529660,Bold Words: A Century of Asian American Writing,Srikanth,Rajini,"American Literature Anthologies, United States Studies, Asians & Asian Americans - Biography, Ethnic & Minority Studies - United States, Asian American Studies",5.0,Paperback,$27.37,Rutgers University Press,January 2001
9780920661598,Another Way to Dance: Contemporqary Asian Poetry from Canada and the United States,Dabydeen,Cyril,"Poetry, American Literature Anthologies, Anthologies",3.0,Paperback,$19.95,T S A R Publications,January 1996
9780743203883,The Best American Poetry 2003,Komunyakaa,Yusef,"Poetry Anthologies, American Poetry, American Literature Anthologies",3.0,Paperback,$15.05,Simon & Schuster Adult Publishing Group,August 2003
9780967023434,Plays and Playwrights 2002,Denton,Martin,"Drama Anthologies, American Drama, American Literature Anthologies",3.0,Paperback,$15.00,"New York Theatre Experience, Incorporated, The",January 2002
9780761131656,"Why Freedom Matters: The Spirit of the Declaration of Independence in Prose, Poetry, and Song from 1776 to the Present",Katz,Daniel,"American Poetry, U.S. Politics & Government - 1607 - 1811, Scores & Songbooks - General & Miscellaneous, American Revolution - Politics & Government, United States History - General & Miscellaneous, American Literature Anthologies, U.S. Politics & Governm",7.0,Paperback,$14.35,"Workman Publishing Company, Inc.",September 2003
9781557837479,The Best American Short Plays 2006-2007,Parisi,Barbara,"Performing Arts, Reference",2.0,Hardcover,$34.99,Applause Theatre Book Publishers,June 2010
9780816645619,Forced Passages: Imprisoned Radical Intellectuals and the U.S. Prison Regime,Rodriguez,Dylan,"Penology & Correctional Studies - General & Miscellaneous, Political Activism & Social Action, Prisons & Prison Life, Radical Thought, American Literature Anthologies",5.0,Paperback,$22.50,University of Minnesota Press,January 2006
9780395980750,Selected Works,Emerson,Ralph Waldo,"American Essays, Women Authors - American (U.S.) - Literary Criticism, Feminism - History, 19th Century American Literature - Literary Criticism, American Literature Anthologies",5.0,Paperback,$26.01,Cengage Learning,April 2002
9780932379191,Getting Home Alive,Morales,Aurora Levins,"Puerto Ricans - General & Miscellaneous, Women Authors - Literature Anthologies, Puerto Ricans - Life in America, Peoples & Cultures - American Anthologies, Feminism & Feminist Theory, Literature Anthologies - General & Miscellaneous, Jewish Literature An",7.0,Paperback,$1.99,Firebrand Books,December 1986
9780072400199,Twentieth-Century American Poetry,Gioia,Dana,"Literary Criticism, Poetry",2.0,Paperback,$107.95,"McGraw-Hill Companies, The",December 2003
9780979485220,Plays and Playwrights 2009,Denton,Martin,"Drama Anthologies, American Drama, American Literature Anthologies",3.0,Paperback,$26.75,"New York Theatre Experience, Incorporated, The",February 2009
9781879960589,Through the Eye of the Deer: An Anthology of Native American Women Writers,Dunn,Carolyn,"American Literature Anthologies, General & Miscellaneous Literature Anthologies, Native American Folklore & Mythology, Anthologies, Native North American People",5.0,Paperback,$19.95,Aunt Lute Books,September 1999
9780813527260,Asian American Studies: A Reader,Wu,Jean Yu-wen Shen,"Asian American Studies - General & Miscellaneous, Peoples & Cultures - American Anthologies, United States History - Ethnic Histories",3.0,Paperback,$26.95,Rutgers University Press,May 2000
9781931010474,Latinos in Lotusland: An Anthology of Contemporary Southern California Literature,Olivas,Daniel A.,"Literary Collections, General",2.0,Paperback,$20.00,Bilingual Review/Press,April 2008
9780813520186,Daughters Of Decadence,Showalter,Elaine,"American Literature Anthologies, Anthologies, Literary Movements",3.0,Paperback,$27.95,Rutgers University Press,August 1993
9780073221533,"American Tradition in Literature : With American Ariel, Vol. 2",Perkins,George,American Literature Anthologies,1.0,Hardcover,$105.80,"McGraw-Hill Companies, The",October 2006
9780618570485,Best American Nonrequired Reading 2005,Eggers,Dave,"Short Story Anthologies, American Literature Anthologies",2.0,Paperback,$30.95,Houghton Mifflin Harcourt,October 2005
9780873514286,Sister Nations: Native American Women Writing on Community,Erdrich,Heid E.,"Native North American Peoples - General & Miscellaneous, Women Authors - Literature Anthologies, Native American Studies - General & Miscellaneous, Native American Literature Anthologies, American Literature Anthologies, Native North American Peoples - Au",6.0,Paperback,$14.92,Minnesota Historical Society Press,March 2002
9780673469779,Asian-American Literature: A Brief Introduction and Anthology,Wong,Shawn,Peoples & Cultures - American Anthologies,1.0,Paperback,$56.66,Longman,January 1997
9780446676915,Black Silk: A Collection of African-American Erotica,Powers,Retha,"Short Story Anthologies, African Americans - Fiction & Literature, Peoples & Cultures - American Anthologies, Erotica",4.0,Paperback,$23.21,Hachette Book Group,February 2002
9780879103668,The Best Plays Theater Yearbook 2007-2008,Jenkins,Jeffrey Eric,"Drama Anthologies, American Drama, American Literature Anthologies",3.0,Hardcover,$46.70,Limelight Editions,October 2009
9780061175350,"Damage Control: Women on the Therapists, Beauticians, and Trainers Who Navigate Their Bodies",Forrest,Emma,"Women Authors - Literature Anthologies, Essays and Individual Humorists, American Literature Anthologies",3.0,Paperback,$8.99,HarperCollins Publishers,June 2007
9780130266873,The Prentice Hall Anthology of Latino Literature,Rio,Eduardo del,"Peoples & Cultures - American Anthologies, Hispanic & Latin American Literature Anthologies",2.0,Hardcover,$106.60,Prentice Hall,August 1901
9780393046779,The Norton Book of American Autobiography,Parini,Jay,"Historical Biography - United States - General & Miscellaneous, American Literature Anthologies",2.0,Hardcover,$26.01,"Norton, W. W. & Company, Inc.",March 1999
9781575252490,New Playwrights: The Best Plays of 2000,Lepidus,D. L.,"Drama Anthologies, American Drama, American Literature Anthologies",3.0,Paperback,$19.95,"Smith & Kraus, Inc.",January 2003
9780896726383,Xerophilia: Ecocritical Explorations in Southwestern Literature,Lynch,Tom,"Literary Criticism - General & Miscellaneous, Techniques & Strategies in Environmental Conservation & Protection, American Literature - Regional Literature - Literary Criticism, Natural Literature & History, Environmental Conservation & Protection - Gener",5.0,Hardcover,$33.60,Texas Tech University Press,December 2008
9780813531625,"The New Anthology of American Poetry: Volume I: Traditions and Revolutions, Beginnings to 1900",Axelrod,Steven Gould,"Poetry, American Literature Anthologies, Anthologies",3.0,Paperback,$36.05,Rutgers University Press,March 2003
9781403979995,Contemporary U. S. Latino a Literary Criticism,Sandin,Lyn Di Iorio,"20th Century American Literature - General & Miscellaneous - Literary Criticism, Latinos - General, Latino Literature - Literary Criticism, American Literature Anthologies, 21st Century American Literature - Literary Criticism",5.0,Hardcover,$96.51,Palgrave Macmillan,October 2007
9780978625115,Brother to Brother: New Writings by Black Gay Men,Hemphill,Essex,"Short Story Anthologies, African Americans - Fiction & Literature, Gay & Lesbian Fiction",3.0,Paperback,$12.55,Small Pr Distribution,December 2007
9780872863132,"The New World Border: Prophecies, Poems, and Loqueras for the End of the Century",Gomez-Pena,Guillermo,"United States Studies - General & Miscellaneous, Literature Anthologies - General & Miscellaneous, National Characteristics - North America, American Literature Anthologies",4.0,Hardcover,$15.27,City Lights Books,January 2001
9781590212288,So Fey,Berman,Steve,"Peoples & Cultures - American Anthologies, Gay & Lesbian Literature Anthologies",2.0,Paperback,$18.00,Lethe Press,June 2009
9780230606326,"Imagined Transnationalism: U. S. Latino/A Literature, Culture, and Identity",Concannon,Kevin,"Latinos, American Literature Anthologies, Development",3.0,Hardcover,$95.00,Palgrave Macmillan,November 2009
9780873384667,Literature and Aging: An Anthology,Kohn,Martin,"Aging - General & Miscellaneous, Literature Anthologies - General & Miscellaneous, Gerontology, English & Irish Literature Anthologies, American Literature Anthologies",5.0,Paperback,$29.00,Kent State University Press,February 1993
9781559363327,Salaam. Peace: An Anthology of Middle Eastern-American Drama,Hill,Holly,"Drama Anthologies, American Drama, American Literature Anthologies",3.0,Paperback,$19.95,Theatre Communications Group,January 2010
9780979485213,Plays and Playwrights 2008,Attweiler,Robert,"Drama Anthologies, American Drama, American Literature Anthologies",3.0,Paperback,$16.61,"New York Theatre Experience, Incorporated, The",February 2008
9780395875094,Call and Response: The Riverside Anthology of the African American Literary Tradition CD,Hill,Patricia Liggins,Peoples & Cultures - American Anthologies,1.0,Multimedia,$10.79,CENGAGE Learning,January 1998
9780321198433,U.S. Latino Literature Today,Ventura,Gabriela Baeza,"Latinos - General, Peoples & Cultures - American Anthologies",2.0,Paperback,$66.20,Longman,August 2004
9780573695391,Death Defying Acts,Allen,Woody,"Drama Anthologies, American Drama, Comedy - Drama, American Literature Anthologies",4.0,Paperback,$9.55,"Samuel French, Incorporated",January 1996
9780842028295,American Studies Anthology,Horwitz,Richard P.,"United States History - Social Aspects, United States Studies - General & Miscellaneous, United States History - General & Miscellaneous, National Characteristics - North America, American Literature Anthologies",5.0,Paperback,$44.65,Sr Books,August 2001
9780936839226,Women Heroes: Six Short Plays from the Women's Project,Miles,Julia,"Drama, American Literature Anthologies, General & Miscellaneous Drama, Anthologies",4.0,Paperback,$1.99,Applause Theatre Book Publishers,January 1987
9781573441889,Queer Beats: How the Beats Turned America On to Sex,Marler,Regina,"Gay & Lesbian Literary Studies, Peoples & Cultures - American Anthologies, Gay & Lesbian Fiction, Gay & Lesbian Literature Anthologies, American Literature Anthologies",5.0,Paperback,$16.10,Cleis Press,June 2004
9781558853317,Message to Aztlan: Selected Readings,Gonzales,Rodolfo,"Civil Rights - United States, Peoples & Cultures - American Anthologies, Mexican Americans & Chicanos",3.0,Paperback,$13.63,Arte Publico Press,January 2001
9781932663174,The New England Transcendentalists: Life of the Mind and of the Spirit (Perspectives on History Series),Hansen,Ellen,"Regional American Anthologies, 19th Century American Literature - Literary Criticism, American Literature Anthologies, 19th Century American Philosophy",4.0,Paperback,$7.95,"History Compass, LLC",December 2006
9780393316711,Literature of the American South: A Norton Anthology,Andrews,William L.,Regional American Anthologies,1.0,Paperback,$53.12,"Norton, W. W. & Company, Inc.",October 1997
9780231054195,The American Puritans: Their Prose and Poetry,Miller,Perry,"Puritanism, American Literature Anthologies",2.0,Paperback,$29.78,Columbia University Press,May 1982
9780940450660,"Richard Wright: Early Works (Lawd Today!, Uncle Tom's Children, Native Son)",Wright,Richard,"American Literature Anthologies, Peoples & Cultures - Fiction",2.0,Hardcover,$23.76,Library of America,October 1991
9780618533015,The Heath Anthology of American Literature: Volume E: Contemporary Period (1945 to the Present),Lauter,Paul,American Literature Anthologies,1.0,Paperback,$57.95,Cengage Learning,January 2005
9780295988245,Writing Off the Hyphen: New Perspectives on the Literature of the Puerto Rican Diaspora,Torres-Padilla,Jose L.,"General & Miscellaneous Latin American Literature - Literary Criticism, Puerto Ricans - Life in America, Peoples & Cultures - American Anthologies",3.0,Paperback,$30.00,University of Washington Press,April 2008
9780674030916,Ethnic Modernism,Sollors,Werner,"Modernism - Literary Movements, Literary Criticism - General & Miscellaneous, 20th Century American Literature - General & Miscellaneous - Literary Criticism, Society & Culture in Literature, Literary Criticism - U.S. Fiction & Prose Literature - General",5.0,Paperback,$19.97,Harvard University Press,November 2008
9781555533014,Recollections of the Early Republic: Selected Autobiographies,Appleby,Joyce,"Historical Biography - United States - 19th Century, Historical Biography - United States - Colonial & 18th Century, American Literature Anthologies, 18th Century American History - General & Miscellaneous, 19th Century American History - Biography",5.0,Paperback,$23.94,Northeastern University Press,January 1997
9781586480097,The Best American Magazine Writing,Felker,Clay,"Other Media, Journalism, American Literature Anthologies",3.0,Paperback,$14.36,PublicAffairs,December 2000
9780807136362,"Blacklegs, Card Sharps, and Confidence Men",Smith,Thomas Ruys,"Literary Criticism, American",2.0,Hardcover,$39.95,Louisiana State University Press,May 2010
9780070113961,Modern American Prose: Fifteen Writers + 15,Clifford,John,"Poetry, American",2.0,Paperback,$69.60,McGraw-Hill Higher Education,January 1993
9780415234689,A Beginner's Guide to Critical Reading: An Anthology of Literary Texts,Jacobs,Richard,"Literary Criticism, General",2.0,Paperback,$35.95,"Taylor & Francis, Inc.",April 2001
9780252064104,For a Living: The Poetry of Work,Coles,Nicholas,"Poetry, English, Irish, Scottish, Welsh",5.0,Paperback,$26.00,University of Illinois Press,March 1995
9780874807905,What's Nature Worth?: Narrative Expressions of Environmental Values,Satterfield,Terre,"U.S. & Canadian Authors - Interviews, 20th Century American Literature - General & Miscellaneous - Literary Criticism, Oral Tradition & Storytelling, Rhetoric, Natural Literature & History, Literary Criticism - General & Miscellaneous, Regional Environmen",7.0,Paperback,$2.07,University of Utah Press,March 2004
9781575252971,New Playwrights: The Best Plays of 2001,Lepidus,D. L.,"Drama Anthologies, American Drama, American Literature Anthologies",3.0,Paperback,$1.99,"Smith & Kraus, Inc.",July 2003
9781575254241,New Playwrights: The Best Plays of 2004,Lepidus,D. L.,"Drama, American Literature Anthologies, General & Miscellaneous Drama, Anthologies",4.0,Paperback,$19.95,"Smith & Kraus, Inc.",May 2005
9780814776551,More New York Stories: The Best of the City Section of The New York Times,Rosenblum,Constance,"Social Sciences - General & Miscellaneous, American Literature Anthologies, General & Miscellaneous Biography, General & Miscellaneous Literature Anthologies, Mapped Categories - Literature",5.0,Paperback,$14.22,New York University Press,November 2010
9780684802404,Latina,Castillo-speed,Lillian,"Latinos - General, Women Authors - Literature Anthologies, Peoples & Cultures - American Anthologies, Hispanic & Latin American Literature Anthologies, American Literature Anthologies",5.0,Paperback,$17.97,Simon & Schuster Adult Publishing Group,August 1995
9780802136947,Word Virus,Burroughs,William S.,"Fiction, American Literature Anthologies, US & Canadian Literary Biography",3.0,Paperback,$10.08,"Grove/Atlantic, Inc.",June 2000
9781598530483,American Fantastic Tales: Terror and the Uncanny from the 1940s to Now,Straub,Peter,"Fiction, American Literature Anthologies, Fiction Subjects",3.0,Hardcover,$25.73,Library of America,October 2009
9780873515429,Christmas in Minnesota,Ziebarth,Marilyn,"Holidays, Religious, Regional American Anthologies, Literature Anthologies - General & Miscellaneous, American Literature Anthologies",5.0,Hardcover,$24.95,Minnesota Historical Society Press,November 2005
9781888160383,"Iowa, the Definitive Collection: Classic and Contemporary Readings by Iowans, for Iowans",Jack,Zachary Michael,"United States History - Midwestern Region, American Literature Anthologies",2.0,Paperback,$24.28,Ice Cube Press,June 2009
9781555838270,"Friction, Volume 7: Best Gay Erotic Fiction",Grant,Jesse,"Fiction, American Literature Anthologies, Anthologies, Gay & Lesbian Studies, Fiction Subjects",5.0,Paperback,$1.99,Alyson Books,February 2004
9780813122793,A Kentucky Christmas,Lyon,George Ella,"Religion, Holidays",2.0,Hardcover,$28.00,University Press of Kentucky,October 2003
9781932183702,The Little Big Book of California,Fried,Natasha Tabori,Regional American Anthologies,1.0,Hardcover,$22.48,Welcome Enterprises,April 2005
